dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7
6.585595607757568359e-01,5.037742853164672852e-01,5.616001486778259277e-01,-1.407675147056579590e-01,-9.615691900253295898e-01,3.703431487083435059e-01,1.825373470783233643e-01,-1.850441992282867432e-01
2.790407836437225342e-01,-2.100431621074676514e-01,1.370230764150619507e-01,-3.536838293075561523e-02,-1.759348660707473755e-01,-6.674841046333312988e-02,-1.927370578050613403e-01,-1.970152258872985840e-01
6.616933345794677734e-01,6.247831583023071289e-01,2.151474505662918091e-01,-2.086964845657348633e-01,-9.831947088241577148e-01,5.001863837242126465e-01,2.822391688823699951e-01,-5.457057952880859375e-01
1.118654310703277588e-01,-3.615064620971679688e-01,3.059135675430297852e-01,1.119614541530609131e-01,2.446188181638717651e-01,-8.996623754501342773e-02,-3.881575763225555420e-01,-1.275695264339447021e-01
1.151327043771743774e-01,2.784410715103149414e-01,5.632293820381164551e-01,-2.011797130107879639e-01,-3.886528313159942627e-02,4.954946041107177734e-01,2.985662519931793213e-01,3.375693559646606445e-01
1.971399784088134766e-01,-4.420399665832519531e-03,2.430137991905212402e-01,-2.654808759689331055e-01,-3.448553681373596191e-01,1.441352814435958862e-02,5.730379000306129456e-02,-1.847011148929595947e-01
4.049687385559082031e-01,1.088474690914154053e-02,7.806329429149627686e-02,-9.585466235876083374e-02,-3.061383366584777832e-01,8.459737151861190796e-02,-1.335998997092247009e-03,-5.283917486667633057e-02
5.887462496757507324e-01,3.093078136444091797e-01,1.433697193861007690e-01,-1.294777393341064453e-01,-6.486785411834716797e-01,2.905893623828887939e-01,1.174855679273605347e-01,-2.309457659721374512e-01
5.187395215034484863e-01,6.948968172073364258e-01,4.499729871749877930e-01,-2.219129204750061035e-01,-7.038918733596801758e-01,6.170616149902343750e-01,4.460850059986114502e-01,-1.144889295101165771e-01
3.961015343666076660e-01,-2.051934972405433655e-02,8.667284250259399414e-02,-1.731491535902023315e-01,-3.968977630138397217e-01,2.358787506818771362e-02,3.368029370903968811e-02,-9.563535451889038086e-02
3.980315923690795898e-01,4.748952984809875488e-01,5.135052204132080078e-01,-2.556939125061035156e-01,-6.627025604248046875e-01,5.756239891052246094e-01,3.081084191799163818e-01,1.979095041751861572e-01
6.650354862213134766e-01,6.551023721694946289e-01,2.562251091003417969e-01,-2.210307568311691284e-01,-8.849633336067199707e-01,4.788426160812377930e-01,2.380526363849639893e-01,-4.583887457847595215e-01
5.877020955085754395e-02,-3.470140099525451660e-01,3.000445365905761719e-01,1.267592310905456543e-01,2.125385850667953491e-01,1.595825701951980591e-02,-2.181971967220306396e-01,6.440660357475280762e-02
6.991910934448242188e-01,8.835273385047912598e-01,4.310282766819000244e-01,-1.204586774110794067e-01,-8.925985693931579590e-01,7.838709354400634766e-01,3.894996345043182373e-01,-2.434327006340026855e-01
5.160629749298095703e-02,-4.252833127975463867e-01,3.278081417083740234e-01,1.310847997665405273e-01,2.867738604545593262e-01,2.412990480661392212e-02,-3.939497768878936768e-01,7.225960493087768555e-03
3.342577219009399414e-01,-1.906591802835464478e-01,1.266504675149917603e-01,-1.901325583457946777e-01,-3.940581083297729492e-01,-1.156590282917022705e-01,6.069693341851234436e-02,-1.128810346126556396e-01
2.752524614334106445e-01,1.545407921075820923e-01,2.438832968473434448e-01,-2.766247093677520752e-01,-3.390031754970550537e-01,1.368099749088287354e-01,1.184206008911132812e-01,4.851101338863372803e-02
5.939317941665649414e-01,4.156182408332824707e-01,1.956823021173477173e-01,-7.415053248405456543e-02,-6.522392034530639648e-01,3.712776601314544678e-01,1.807148307561874390e-01,-1.743430495262145996e-01
2.102641463279724121e-01,-3.038606345653533936e-01,2.085097283124923706e-01,8.496567606925964355e-03,1.246950179338455200e-01,-1.460049748420715332e-01,-2.807385623455047607e-01,-1.298466324806213379e-02
6.707235574722290039e-01,9.457161426544189453e-01,4.593869447708129883e-01,-2.330964952707290649e-01,-8.046066761016845703e-01,7.671658992767333984e-01,4.424649178981781006e-01,-2.384469509124755859e-01
3.392631113529205322e-01,-5.744602531194686890e-02,1.034646928310394287e-01,-5.442771315574645996e-02,-2.095909118652343750e-01,3.033734112977981567e-02,-9.308031201362609863e-02,-3.500239551067352295e-02
1.328170001506805420e-01,-3.440637588500976562e-01,2.386401742696762085e-01,-4.880581796169281006e-02,-7.787823677062988281e-03,6.629911810159683228e-02,-2.175995334982872009e-02,-1.711777597665786743e-02
5.313091874122619629e-01,5.042369365692138672e-01,1.853808462619781494e-01,-2.253715395927429199e-01,-6.251915693283081055e-01,3.852304518222808838e-01,1.483115106821060181e-01,-2.683995366096496582e-01
4.200583696365356445e-01,2.888168692588806152e-01,1.061338409781455994e-01,-3.681463003158569336e-01,-5.128175020217895508e-01,1.356660127639770508e-01,7.117588818073272705e-02,-2.708230912685394287e-01
2.808010578155517578e-01,9.829999208450317383e-01,8.722816705703735352e-01,-2.684125304222106934e-01,-7.046404480934143066e-01,1.420268774032592773e+00,1.197415828704833984e+00,5.123926401138305664e-01
6.174665689468383789e-02,7.273826003074645996e-02,5.231593251228332520e-01,-1.283362656831741333e-01,1.134653240442276001e-01,3.479967117309570312e-01,7.661837339401245117e-02,2.312030643224716187e-01
5.578215122222900391e-01,7.687812447547912598e-01,6.375178694725036621e-01,-3.179903626441955566e-01,-8.669235110282897949e-01,5.721311569213867188e-01,2.507600188255310059e-01,-1.864421963691711426e-01
1.777406036853790283e-01,-4.440635442733764648e-03,2.439338117837905884e-01,-6.814879924058914185e-02,-1.870770603418350220e-01,3.186671435832977295e-01,2.132063210010528564e-01,2.388367503881454468e-01
2.764494121074676514e-01,-1.777804195880889893e-01,2.925589382648468018e-01,-5.979553610086441040e-02,-1.970212608575820923e-01,5.029676109552383423e-02,-1.153986155986785889e-01,9.083327651023864746e-02
6.624013781547546387e-01,5.250330567359924316e-01,3.422018587589263916e-01,-9.335886687040328979e-02,-8.982604146003723145e-01,6.962925791740417480e-01,4.201094210147857666e-01,-1.756347715854644775e-01
7.294810414314270020e-01,7.829259634017944336e-01,2.471284866333007812e-01,-2.560981214046478271e-01,-1.147150278091430664e+00,5.989194512367248535e-01,3.282218277454376221e-01,-7.082037925720214844e-01
4.086782336235046387e-01,1.223759502172470093e-01,6.637904047966003418e-02,-9.247186034917831421e-02,-3.823191523551940918e-01,1.664279699325561523e-01,-3.094038181006908417e-02,-1.656183898448944092e-01
4.154561758041381836e-01,3.105108737945556641e-01,3.146649301052093506e-01,-1.922237724065780640e-01,-6.186500787734985352e-01,3.364575505256652832e-01,2.463907003402709961e-01,-8.061039447784423828e-02
1.390267908573150635e-01,-4.724965691566467285e-01,2.208327203989028931e-01,-8.648037910461425781e-04,1.135568767786026001e-01,-2.618268132209777832e-01,-3.693968355655670166e-01,-2.144082188606262207e-01
4.611042141914367676e-01,2.685839533805847168e-01,1.111116930842399597e-01,-2.431219518184661865e-01,-4.982972145080566406e-01,1.806334257125854492e-01,5.907822772860527039e-02,-1.951495707035064697e-01
4.624346494674682617e-01,-2.614631876349449158e-02,8.982443809509277344e-02,-1.729964762926101685e-01,-4.704294800758361816e-01,2.614351361989974976e-02,1.256675720214843750e-01,-5.432650446891784668e-02
3.831842243671417236e-01,1.799439042806625366e-01,1.828262507915496826e-01,-9.032045304775238037e-02,-2.920238673686981201e-01,2.140899300575256348e-01,3.984999284148216248e-02,-4.516485333442687988e-02
6.754779219627380371e-01,5.654945969581604004e-01,3.646550476551055908e-01,-8.644202351570129395e-02,-9.253216385841369629e-01,7.430708408355712891e-01,5.428098440170288086e-01,-1.777392029762268066e-01
7.082198858261108398e-01,7.720415592193603516e-01,2.408886402845382690e-01,-2.615797519683837891e-01,-1.087684869766235352e+00,5.736036300659179688e-01,3.078537583351135254e-01,-6.590033769607543945e-01
4.238292574882507324e-02,-4.770137071609497070e-01,3.779209852218627930e-01,2.073566913604736328e-01,4.108070731163024902e-01,-9.847667813301086426e-02,-4.602321088314056396e-01,-4.658992588520050049e-02
2.776224911212921143e-01,2.522839903831481934e-01,2.837237119674682617e-01,-4.015887975692749023e-01,-2.983966469764709473e-01,1.281775236129760742e-01,-6.082504987716674805e-03,-1.725218296051025391e-01
6.153605580329895020e-01,4.663757085800170898e-01,2.557379901409149170e-01,-5.563786625862121582e-02,-7.303202152252197266e-01,5.828472375869750977e-01,3.434142470359802246e-01,-8.717906475067138672e-02
1.905277669429779053e-01,-2.844609022140502930e-01,2.384217977523803711e-01,8.116960525512695312e-03,1.369625180959701538e-01,-1.465002000331878662e-01,-3.303071856498718262e-01,-6.886054575443267822e-02
2.679094970226287842e-01,4.290036559104919434e-01,5.017158985137939453e-01,-3.445840477943420410e-01,-4.220641851425170898e-01,4.729337096214294434e-01,2.654906511306762695e-01,1.810878217220306396e-01
5.664879083633422852e-01,4.297010898590087891e-01,5.602801442146301270e-01,-1.991904079914093018e-01,-9.313033223152160645e-01,3.532582819461822510e-01,1.547100096940994263e-01,-7.426698505878448486e-02
2.113993465900421143e-01,-6.735824048519134521e-02,1.793191283941268921e-01,-1.996939629316329956e-01,-8.668187260627746582e-02,-7.051985710859298706e-02,-2.268113642930984497e-01,-2.505187392234802246e-01
4.049047231674194336e-01,6.192290186882019043e-01,4.159836769104003906e-01,-2.817213237285614014e-01,-4.691141843795776367e-01,5.973275899887084961e-01,3.592537343502044678e-01,2.254442870616912842e-02
5.780145525932312012e-01,6.284594535827636719e-01,2.064164131879806519e-01,-3.498887419700622559e-01,-7.837491631507873535e-01,4.072301983833312988e-01,1.308183073997497559e-01,-4.855814576148986816e-01
6.086617708206176758e-01,6.168786287307739258e-01,4.131262898445129395e-01,-1.500829160213470459e-01,-9.117051959037780762e-01,7.510119676589965820e-01,4.941850006580352783e-01,-4.988625645637512207e-02
1.906861364841461182e-01,-3.220057487487792969e-01,3.446911275386810303e-01,-3.588776290416717529e-02,9.539918601512908936e-02,-1.562910079956054688e-01,-2.533024251461029053e-01,-1.259316354990005493e-01
5.274304151535034180e-01,4.420340657234191895e-01,5.711432695388793945e-01,-2.602219879627227783e-01,-9.811382889747619629e-01,5.250555276870727539e-01,3.357054293155670166e-01,-1.025156229734420776e-01
3.500477671623229980e-01,-1.692777425050735474e-01,1.266790926456451416e-01,-7.682830095291137695e-02,-2.792432308197021484e-01,-4.439480602741241455e-02,-6.414924561977386475e-02,-1.335761249065399170e-01
1.578985154628753662e-01,-6.519596278667449951e-02,3.143422901630401611e-01,5.072900652885437012e-02,-3.319787979125976562e-02,1.965342164039611816e-01,8.470557630062103271e-02,1.742424517869949341e-01
7.041528820991516113e-01,6.576953530311584473e-01,3.690407574176788330e-01,-6.919820606708526611e-02,-9.385606050491333008e-01,8.344452381134033203e-01,5.832087993621826172e-01,-7.871852815151214600e-02
3.763023018836975098e-01,1.437334567308425903e-01,1.170350611209869385e-01,-2.749966681003570557e-01,-3.497015833854675293e-01,6.841395050287246704e-02,2.557992935180664062e-02,-1.093919575214385986e-01
2.886852324008941650e-01,2.538358569145202637e-01,4.512596428394317627e-01,-2.779160439968109131e-01,-4.926164746284484863e-01,4.440671205520629883e-01,2.356936633586883545e-01,3.350276052951812744e-01
3.464688062667846680e-01,5.123229324817657471e-02,1.435021162033081055e-01,-1.919570416212081909e-01,-2.924834191799163818e-01,1.960568130016326904e-02,-5.656963586807250977e-02,-9.979820251464843750e-02
2.019739001989364624e-01,-1.199561282992362976e-01,2.777828276157379150e-01,-2.271671593189239502e-01,-1.831877827644348145e-01,-1.064262390136718750e-01,-1.613570600748062134e-01,-2.658095061779022217e-01
6.196717023849487305e-01,6.939513087272644043e-01,5.002928376197814941e-01,-1.630559265613555908e-01,-9.475556015968322754e-01,7.398306131362915039e-01,3.958050608634948730e-01,-2.919304370880126953e-02
6.723808050155639648e-01,9.667941331863403320e-01,4.233309924602508545e-01,-3.032656908035278320e-01,-9.296082854270935059e-01,7.544941902160644531e-01,2.910688817501068115e-01,-4.545140862464904785e-01
5.925016403198242188e-01,4.897702932357788086e-01,2.437170743942260742e-01,1.068498194217681885e-02,-6.501552462577819824e-01,5.032545328140258789e-01,3.531422913074493408e-01,-7.565852999687194824e-02
4.703689217567443848e-01,-8.848614990711212158e-03,6.069829314947128296e-02,-1.041030734777450562e-01,-4.984579086303710938e-01,8.451371639966964722e-02,7.705938816070556641e-02,-1.281470060348510742e-01
1.996164023876190186e-01,-2.577304542064666748e-01,2.101621478796005249e-01,-9.514579921960830688e-02,-8.580550551414489746e-03,-1.698133647441864014e-01,-2.651611268520355225e-01,-1.477163434028625488e-01
6.468788385391235352e-01,7.161301970481872559e-01,6.738368272781372070e-01,-2.042989283800125122e-01,-1.079085946083068848e+00,6.451765298843383789e-01,2.845617234706878662e-01,-1.244729906320571899e-01
3.738296031951904297e-02,-4.151777625083923340e-01,2.780308127403259277e-01,1.572525799274444580e-01,2.329899221658706665e-01,2.659792453050613403e-02,-1.915739774703979492e-01,8.127494156360626221e-02
4.758186936378479004e-01,2.754385471343994141e-01,1.315293014049530029e-01,-1.166712641716003418e-01,-5.681713223457336426e-01,4.047212600708007812e-01,2.164288014173507690e-01,7.114009559154510498e-02
6.442328691482543945e-01,7.456151843070983887e-01,3.062431216239929199e-01,-3.044414520263671875e-01,-8.708918094635009766e-01,4.892147779464721680e-01,2.609340548515319824e-01,-4.526004195213317871e-01
4.406621456146240234e-01,1.965268105268478394e-01,8.261983841657638550e-02,-2.088862210512161255e-01,-4.428152441978454590e-01,1.550163924694061279e-01,5.492362752556800842e-02,-1.351272612810134888e-01
5.956103801727294922e-01,4.627624750137329102e-01,4.984486699104309082e-01,-1.793155372142791748e-01,-9.221433997154235840e-01,4.196105599403381348e-01,2.796480953693389893e-01,-2.730905115604400635e-01
6.516754031181335449e-01,7.790231108665466309e-01,5.350131392478942871e-01,-2.161737978458404541e-01,-9.488634467124938965e-01,5.782977938652038574e-01,2.540159821510314941e-01,-2.933602631092071533e-01
1.623242795467376709e-01,-3.134309649467468262e-01,3.170373737812042236e-01,-6.436337530612945557e-02,4.785495996475219727e-02,-1.922125220298767090e-01,-3.395730257034301758e-01,-2.518936395645141602e-01
1.745302081108093262e-01,-3.493605256080627441e-01,2.352302521467208862e-01,4.131945967674255371e-02,1.779025346040725708e-01,-1.701077222824096680e-01,-3.556486368179321289e-01,-7.267223298549652100e-02
5.679617524147033691e-01,1.338705271482467651e-01,8.914223313331604004e-02,-2.183817327022552490e-02,-5.265535116195678711e-01,2.242326140403747559e-01,1.005191355943679810e-01,-8.123674988746643066e-02
8.756434917449951172e-02,2.570036053657531738e-01,5.296645760536193848e-01,-2.288654744625091553e-01,-1.573603600263595581e-01,5.609471797943115234e-01,4.550315439701080322e-01,4.812698960304260254e-01
2.275899350643157959e-01,-1.673558354377746582e-02,3.109124004840850830e-01,1.452610492706298828e-01,-1.930608302354812622e-01,4.103126525878906250e-01,3.303474187850952148e-01,2.250361889600753784e-01
4.558538496494293213e-01,2.819526791572570801e-01,1.463113278150558472e-01,-2.855381965637207031e-01,-5.487198829650878906e-01,1.487619876861572266e-01,4.964808747172355652e-02,-2.416060268878936768e-01
9.019969403743743896e-02,1.081573218107223511e-02,4.450328350067138672e-01,-1.559757292270660400e-01,6.886734068393707275e-02,2.495632171630859375e-01,-9.571678936481475830e-02,1.377175003290176392e-02
4.942763447761535645e-01,1.184145808219909668e-01,8.624431490898132324e-02,-1.279888898134231567e-01,-4.476841688156127930e-01,1.621342301368713379e-01,1.023532599210739136e-01,-5.849747359752655029e-02
1.132240444421768188e-01,-3.697091937065124512e-01,2.846048772335052490e-01,1.019241511821746826e-01,2.593150138854980469e-01,-1.021486148238182068e-01,-3.644358217716217041e-01,-2.160578221082687378e-02
3.364179730415344238e-01,-4.962951689958572388e-02,2.741888761520385742e-01,-2.384387552738189697e-01,-3.565019369125366211e-01,-3.458074107766151428e-02,1.069382876157760620e-01,2.143435180187225342e-02
1.233863830566406250e-02,-5.531362295150756836e-01,3.459822535514831543e-01,3.553916513919830322e-02,8.009515702724456787e-02,2.348321080207824707e-01,6.522971391677856445e-02,2.579705417156219482e-02
6.492249965667724609e-01,7.495795488357543945e-01,3.461399376392364502e-01,-1.815166175365447998e-01,-7.707775831222534180e-01,5.725077390670776367e-01,3.346742093563079834e-01,-2.504233121871948242e-01
4.714835286140441895e-01,9.425040483474731445e-01,7.324156761169433594e-01,-2.539914250373840332e-01,-8.507943749427795410e-01,1.101187229156494141e+00,7.528453469276428223e-01,1.780042946338653564e-01
7.481154203414916992e-01,4.465469121932983398e-01,2.172717452049255371e-01,-7.100213319063186646e-02,-9.349995851516723633e-01,4.406830072402954102e-01,1.954227834939956665e-01,-3.930844664573669434e-01
5.850359201431274414e-01,5.527429580688476562e-01,2.121246159076690674e-01,-2.541700005531311035e-01,-7.246369123458862305e-01,3.647716641426086426e-01,1.432332545518875122e-01,-3.607002794742584229e-01
4.230791926383972168e-01,4.842786788940429688e-01,3.058971762657165527e-01,-4.364978969097137451e-01,-5.758753418922424316e-01,2.729866504669189453e-01,9.503538906574249268e-02,-2.485162615776062012e-01
3.249656260013580322e-01,2.123862355947494507e-01,2.177003324031829834e-01,-3.548214435577392578e-01,-4.064165353775024414e-01,7.169062644243240356e-02,4.681199416518211365e-02,-9.474864602088928223e-02
6.075183153152465820e-01,5.371984839439392090e-01,4.214441180229187012e-01,-1.458884179592132568e-01,-8.931203484535217285e-01,5.604256391525268555e-01,3.588633239269256592e-01,-2.023826837539672852e-01
6.137979030609130859e-01,5.327268838882446289e-01,2.278236895799636841e-01,-7.241988927125930786e-02,-6.874755024909973145e-01,4.602900147438049316e-01,2.516101002693176270e-01,-1.762632727622985840e-01
5.320729017257690430e-01,6.849564313888549805e-01,6.340796947479248047e-01,-2.855702638626098633e-01,-8.546082973480224609e-01,6.180125474929809570e-01,2.893646359443664551e-01,-2.852658927440643311e-02
2.113267332315444946e-01,-2.843371033668518066e-01,1.877702325582504272e-01,-1.585890948772430420e-01,-1.058140099048614502e-01,6.862276047468185425e-02,-9.347443282604217529e-02,-3.221143782138824463e-02
1.414986699819564819e-01,1.988455504179000854e-01,4.156527519226074219e-01,-1.000155135989189148e-01,-4.587056636810302734e-01,8.288729190826416016e-01,8.786799311637878418e-01,5.649348497390747070e-01
1.280029565095901489e-01,-4.497706294059753418e-01,2.024613618850708008e-01,-1.485118269920349121e-02,9.206502139568328857e-02,-2.529199719429016113e-01,-3.681574165821075439e-01,-2.229581475257873535e-01
2.379675209522247314e-01,-3.023607432842254639e-01,1.737249344587326050e-01,-1.670546829700469971e-02,-6.270851194858551025e-02,-1.327433884143829346e-01,-2.507970333099365234e-01,-1.866613030433654785e-01
5.514072775840759277e-01,6.479627490043640137e-01,2.768649160861968994e-01,-2.963275611400604248e-01,-6.705938577651977539e-01,4.854835271835327148e-01,2.125095129013061523e-01,-2.919004559516906738e-01
6.976073980331420898e-01,5.991211533546447754e-01,3.466905951499938965e-01,-2.826651930809020996e-02,-9.228702783584594727e-01,6.134923100471496582e-01,3.012447953224182129e-01,-1.543180346488952637e-01
2.726598381996154785e-01,-1.908322721719741821e-01,1.659035831689834595e-01,-1.073900982737541199e-01,-2.173119634389877319e-01,-1.002509370446205139e-01,-1.826252043247222900e-01,-2.484070062637329102e-01
6.719453334808349609e-01,8.095501065254211426e-01,2.554154992103576660e-01,-2.663925290107727051e-01,-9.169673323631286621e-01,5.900236964225769043e-01,2.655539214611053467e-01,-5.174002051353454590e-01
1.138176321983337402e-01,-2.428462207317352295e-01,3.443384468555450439e-01,4.094189405441284180e-02,2.054505497217178345e-01,2.751829475164413452e-02,-1.879224777221679688e-01,1.304784119129180908e-01
6.302480101585388184e-01,5.026550889015197754e-01,3.575741946697235107e-01,-1.295630633831024170e-01,-9.566478133201599121e-01,9.067919254302978516e-01,7.510830760002136230e-01,-1.384182274341583252e-02
5.043113231658935547e-01,6.122099161148071289e-01,4.327203035354614258e-01,-2.628199160099029541e-01,-6.665332317352294922e-01,4.961186647415161133e-01,2.440087199211120605e-01,-9.861318767070770264e-02
4.481714367866516113e-01,2.072616368532180786e-01,3.576611876487731934e-01,-2.846251726150512695e-01,-6.263715624809265137e-01,1.153836771845817566e-01,1.389054507017135620e-01,-1.537590026855468750e-01
3.602898716926574707e-01,4.156879186630249023e-01,3.068297207355499268e-01,-3.525521755218505859e-01,-4.728696346282958984e-01,3.252696692943572998e-01,1.861754804849624634e-01,-1.000503301620483398e-01
2.109078019857406616e-01,-2.723847627639770508e-01,1.586539149284362793e-01,-3.530991077423095703e-02,-7.390335202217102051e-03,-1.313978433609008789e-01,-2.493931800127029419e-01,-1.013532578945159912e-01
2.930335700511932373e-01,-1.973331570625305176e-01,4.420891404151916504e-01,-1.804409921169281006e-02,-3.475387394428253174e-02,-1.095579862594604492e-01,-2.429968416690826416e-01,-6.865216791629791260e-02
4.606556892395019531e-01,8.119308948516845703e-01,7.538748383522033691e-01,-2.175050079822540283e-01,-9.960204362869262695e-01,1.023785829544067383e+00,6.697808504104614258e-01,1.407945156097412109e-01
1.728022247552871704e-01,-2.008235752582550049e-01,2.500227391719818115e-01,-9.034346044063568115e-02,-3.063827753067016602e-02,-7.365044951438903809e-02,-1.797469854354858398e-01,-7.983149588108062744e-02
1.981922239065170288e-01,-1.305967867374420166e-01,2.677686512470245361e-01,2.860328555107116699e-02,9.198130667209625244e-02,5.419612675905227661e-02,-2.367185801267623901e-01,-7.507674396038055420e-02
6.128202080726623535e-01,5.304678082466125488e-01,1.291366815567016602e-01,-2.687256038188934326e-01,-8.803805112838745117e-01,3.838574886322021484e-01,1.163894534111022949e-01,-5.629169940948486328e-01
4.595265090465545654e-01,3.558383584022521973e-01,5.463830828666687012e-01,-3.213264644145965576e-01,-6.921392083168029785e-01,1.831485331058502197e-01,1.539022177457809448e-01,-2.755913138389587402e-02
1.346450597047805786e-01,-4.336926341056823730e-01,2.314280122518539429e-01,2.438551187515258789e-02,1.534613221883773804e-01,-2.319395542144775391e-01,-3.944576382637023926e-01,-1.857617795467376709e-01
1.831981837749481201e-01,-6.407769024372100830e-02,2.552190721035003662e-01,-5.812478810548782349e-02,-4.188105463981628418e-02,1.690393686294555664e-01,1.359287649393081665e-02,2.026600241661071777e-01
7.202234864234924316e-01,5.992367267608642578e-01,2.831986248493194580e-01,-7.084414362907409668e-02,-8.751311302185058594e-01,5.400608181953430176e-01,2.780657410621643066e-01,-3.661347031593322754e-01
5.880911350250244141e-01,4.491589665412902832e-01,5.346593260765075684e-01,-2.022445499897003174e-01,-1.023852109909057617e+00,6.466715931892395020e-01,4.367564916610717773e-01,-1.489592194557189941e-01
4.960935413837432861e-01,1.222028434276580811e-01,1.400416493415832520e-01,-7.851263880729675293e-02,-5.335627794265747070e-01,2.207384407520294189e-01,8.697515726089477539e-02,-1.079089194536209106e-02
8.086980581283569336e-01,9.179792404174804688e-01,4.302082061767578125e-01,1.348137855529785156e-03,-1.127787351608276367e+00,9.629869461059570312e-01,5.069710612297058105e-01,-1.740867793560028076e-01
7.592468261718750000e-01,8.282402753829956055e-01,4.121131002902984619e-01,-4.413673281669616699e-02,-1.012704491615295410e+00,9.032537937164306641e-01,6.464269161224365234e-01,-1.318217515945434570e-01
4.596731066703796387e-01,1.339141279458999634e-01,7.242596894502639771e-02,-2.228008806705474854e-01,-6.681580543518066406e-01,1.160649284720420837e-01,5.909020081162452698e-02,-3.536750674247741699e-01
1.341955661773681641e-01,1.257540285587310791e-02,3.424269855022430420e-01,-1.145185753703117371e-01,-1.130695119500160217e-01,2.094175219535827637e-01,1.654419898986816406e-01,2.087562382221221924e-01
4.850342869758605957e-01,3.111917972564697266e-01,3.775437474250793457e-01,-2.220796644687652588e-01,-6.583979129791259766e-01,1.757301986217498779e-01,8.113723993301391602e-02,-1.065701097249984741e-01
1.876687258481979370e-01,-2.422743886709213257e-01,3.242250680923461914e-01,-3.512097895145416260e-02,1.001283377408981323e-01,-1.323879957199096680e-01,-3.303024470806121826e-01,-1.459808200597763062e-01
3.659240305423736572e-01,4.910467565059661865e-02,2.541353702545166016e-01,-1.792891919612884521e-01,-4.861894249916076660e-01,1.463360190391540527e-01,7.807439565658569336e-02,1.575904190540313721e-01
4.996188282966613770e-01,5.968203544616699219e-01,3.260659277439117432e-01,-4.290597438812255859e-01,-7.189097404479980469e-01,3.565342128276824951e-01,1.274160742759704590e-01,-3.625685274600982666e-01
2.548197805881500244e-01,-2.193146198987960815e-01,1.904531419277191162e-01,2.607703208923339844e-05,-2.972121536731719971e-02,-4.520727321505546570e-02,-2.302041351795196533e-01,-1.266151070594787598e-01
1.861784905195236206e-01,-2.265937477350234985e-01,2.147500813007354736e-01,-5.822809040546417236e-02,4.223512113094329834e-02,-1.038210839033126831e-01,-2.480596303939819336e-01,-6.738048791885375977e-02
3.862051665782928467e-01,2.724897265434265137e-01,1.800713092088699341e-01,-1.716652363538742065e-01,-3.387257456779479980e-01,2.795116305351257324e-01,3.060771524906158447e-02,-1.386241316795349121e-01
3.806008994579315186e-01,-3.152257204055786133e-02,8.935047686100006104e-02,-7.579090446233749390e-02,-2.829838395118713379e-01,4.922281950712203979e-02,-3.288537263870239258e-02,-3.106154501438140869e-02
6.168027520179748535e-01,9.387762546539306641e-01,3.896793723106384277e-01,-4.213236272335052490e-01,-9.362808465957641602e-01,6.663673520088195801e-01,3.490780293941497803e-01,-5.214546918869018555e-01
4.141361117362976074e-01,3.122654557228088379e-01,2.468786239624023438e-01,-1.966034621000289917e-01,-5.173422098159790039e-01,3.944573700428009033e-01,2.419941425323486328e-01,1.185285374522209167e-01
7.250113487243652344e-01,9.182826280593872070e-01,2.335761785507202148e-01,-3.109261691570281982e-01,-1.013086557388305664e+00,6.961370706558227539e-01,2.123617082834243774e-01,-6.843649744987487793e-01
4.202181100845336914e-01,1.566774398088455200e-01,3.272241055965423584e-01,-2.095794677734375000e-01,-5.138627886772155762e-01,7.878176122903823853e-02,7.240295410156250000e-02,1.877702772617340088e-02
1.096758246421813965e-01,-4.576780796051025391e-01,3.289860785007476807e-01,6.773446500301361084e-02,2.165024429559707642e-01,-1.152371764183044434e-01,-2.736579477787017822e-01,-1.443336755037307739e-01
3.525961637496948242e-01,8.107838034629821777e-02,2.531233131885528564e-01,-2.394333183765411377e-01,-4.151867032051086426e-01,3.770694136619567871e-02,4.040235653519630432e-02,6.147171184420585632e-02
6.953569054603576660e-01,6.649963855743408203e-01,2.706333100795745850e-01,-1.539323031902313232e-01,-9.632331132888793945e-01,5.536053776741027832e-01,3.244379758834838867e-01,-4.742903709411621094e-01
3.516450524330139160e-02,-4.066302180290222168e-01,3.182595968246459961e-01,4.970842599868774414e-02,1.351300925016403198e-01,1.904866397380828857e-01,-9.638163447380065918e-02,9.676595032215118408e-02
2.572491765022277832e-01,-2.633813023567199707e-01,2.085511088371276855e-01,-3.108182549476623535e-02,8.599594235420227051e-03,-1.015606820583343506e-01,-1.810993850231170654e-01,5.115940794348716736e-02
5.659509897232055664e-01,3.851326107978820801e-01,5.467693209648132324e-01,-2.357800155878067017e-01,-9.397829174995422363e-01,3.132124841213226318e-01,3.057832419872283936e-01,-3.066300451755523682e-01
1.502214223146438599e-01,-2.795166671276092529e-01,1.834300458431243896e-01,-8.759278059005737305e-02,3.941740095615386963e-02,-1.604181230068206787e-01,-3.273179531097412109e-01,-2.607361078262329102e-01
7.296183109283447266e-01,8.481434583663940430e-01,4.326491355895996094e-01,-1.088388115167617798e-01,-1.003881692886352539e+00,7.974606156349182129e-01,5.367292165756225586e-01,-2.449449002742767334e-01
2.170961946249008179e-01,-6.076420471072196960e-02,3.348978757858276367e-01,-1.879606544971466064e-01,-1.085324734449386597e-01,-3.534076362848281860e-02,-1.566715687513351440e-01,-1.323161423206329346e-01
